Date,Team,Opp,BO,Pos,PA,H,2B,3B,HR,R,RBI,SB,CS
7/2/2024,LAD,ARI,1,DH,5,3,1,0,1,2,2,0,0
6/30/2024,LAD,@SFG,1,DH,5,0,0,0,0,0,0,0,0
6/29/2024,LAD,@SFG,1,DH,6,1,0,0,1,2,1,0,0
6/28/2024,LAD,@SFG,1,DH,4,1,0,0,0,0,0,0,0
6/26/2024,LAD,@CHW,1,DH,4,1,0,0,1,2,1,0,0
6/25/2024,LAD,@CHW,1,DH,5,2,0,0,1,2,2,0,0
6/24/2024,LAD,@CHW,1,DH,5,0,0,0,0,0,1,0,0
6/22/2024,LAD,LAA,1,DH,5,1,0,0,1,1,2,0,0
6/21/2024,LAD,LAA,1,DH,4,2,0,0,1,1,2,0,1
6/20/2024,LAD,@COL,1,DH,5,1,0,0,1,1,1,0,0
6/19/2024,LAD,@COL,1,DH,5,2,1,0,0,1,3,0,0
6/18/2024,LAD,@COL,1,DH,5,2,0,0,1,2,2,0,0
6/17/2024,LAD,@COL,1,DH,6,3,2,0,0,2,1,1,0
6/16/2024,LAD,KCR,2,DH,4,2,0,0,2,2,2,0,0
6/15/2024,LAD,KCR,2,DH,4,0,0,0,0,0,0,0,0
6/14/2024,LAD,KCR,2,DH,4,2,0,0,0,0,0,0,0
6/13/2024,LAD,TEX,2,DH,4,0,0,0,0,0,0,0,0
6/12/2024,LAD,TEX,2,DH,4,1,0,0,1,1,1,0,0
6/11/2024,LAD,TEX,2,DH,5,1,0,0,1,3,2,1,0
6/9/2024,LAD,@NYY,2,DH,4,1,1,0,0,1,0,0,0
6/8/2024,LAD,@NYY,2,DH,5,1,0,0,0,2,1,0,0
6/7/2024,LAD,@NYY,2,DH,5,0,0,0,0,1,0,0,0
6/6/2024,LAD,@PIT,2,DH,6,1,0,0,0,1,0,0,0
6/5/2024,LAD,@PIT,2,DH,5,2,0,0,1,1,2,0,0
6/4/2024,LAD,@PIT,2,DH,4,1,0,0,0,0,0,0,0
6/2/2024,LAD,COL,2,DH,5,0,0,0,0,0,0,0,0
6/1/2024,LAD,COL,2,DH,4,1,0,0,0,0,0,1,1
5/31/2024,LAD,COL,2,DH,4,0,0,0,0,0,0,0,0
5/29/2024,LAD,@NYM,2,DH,5,2,0,0,1,1,3,0,0
5/28/2024,LAD,@NYM,2,DH,5,0,0,0,0,0,0,0,0
5/26/2024,LAD,@CIN,2,DH,4,1,0,0,0,1,0,0,0
5/25/2024,LAD,@CIN,2,DH,4,1,0,1,0,0,0,0,0
5/24/2024,LAD,@CIN,2,DH,5,0,0,0,0,0,1,0,0
5/22/2024,LAD,ARI,2,DH,4,1,0,0,0,0,0,0,0
5/21/2024,LAD,ARI,2,DH,4,2,1,0,0,2,1,2,0
5/20/2024,LAD,ARI,2,DH,4,0,0,0,0,1,0,0,0
5/19/2024,LAD,CIN,2,DH,5,2,0,0,0,0,1,0,0
5/18/2024,LAD,CIN,1,DH,4,0,0,0,0,0,0,0,0
5/17/2024,LAD,CIN,2,DH,4,1,0,0,1,2,2,0,0
5/16/2024,LAD,CIN,2,DH,3,0,0,0,0,0,0,1,0
5/15/2024,LAD,@SFG,2,DH,5,2,0,0,0,0,0,0,0
5/14/2024,LAD,@SFG,2,DH,5,3,1,0,1,1,2,0,0
5/13/2024,LAD,@SFG,2,DH,5,2,0,0,0,0,1,1,0
5/11/2024,LAD,@SDP,2,DH,4,0,0,0,0,1,0,0,0
5/10/2024,LAD,@SDP,2,DH,4,2,1,0,0,0,0,0,0
5/8/2024,LAD,MIA,2,DH,4,0,0,0,0,0,0,0,0
5/7/2024,LAD,MIA,2,DH,4,0,0,0,0,1,0,0,0
5/6/2024,LAD,MIA,2,DH,4,2,0,0,1,1,2,2,0
5/5/2024,LAD,ATL,2,DH,4,4,0,0,2,2,3,0,0
5/4/2024,LAD,ATL,2,DH,5,3,0,0,1,2,2,0,0
5/3/2024,LAD,ATL,2,DH,5,1,0,0,0,1,1,2,0
4/30/2024,LAD,@ARI,2,DH,5,1,0,0,0,0,0,0,0
4/29/2024,LAD,@ARI,2,DH,5,2,0,0,0,1,1,0,0
4/28/2024,LAD,@TOR,2,DH,4,0,0,0,0,0,0,0,0
4/27/2024,LAD,@TOR,2,DH,5,1,0,0,0,0,1,0,0
4/26/2024,LAD,@TOR,2,DH,5,1,0,0,1,2,1,0,0
4/25/2024,LAD,@WSN,2,DH,4,0,0,0,0,0,0,0,0
4/24/2024,LAD,@WSN,2,DH,6,3,3,0,0,2,2,0,0
4/23/2024,LAD,@WSN,2,DH,5,1,0,0,1,1,1,0,0
4/21/2024,LAD,NYM,2,DH,4,2,0,0,1,2,2,0,0
4/20/2024,LAD,NYM,2,DH,5,1,1,0,0,1,0,0,0
4/19/2024,LAD,NYM,2,DH,5,1,0,0,0,1,1,1,0
4/17/2024,LAD,WSN,2,DH,4,3,0,0,0,0,0,1,0
4/16/2024,LAD,WSN,2,DH,5,2,0,0,0,0,0,0,0
4/15/2024,LAD,WSN,2,DH,4,1,0,0,0,2,0,1,0
4/14/2024,LAD,SDP,2,DH,4,1,0,0,0,0,0,0,0
4/13/2024,LAD,SDP,2,DH,5,0,0,0,0,0,1,1,0
4/12/2024,LAD,SDP,2,DH,5,3,2,0,1,1,1,0,0
4/10/2024,LAD,@MIN,2,DH,4,1,0,0,0,0,0,0,0
4/9/2024,LAD,@MIN,2,DH,5,1,1,0,0,0,0,0,0
4/8/2024,LAD,@MIN,2,DH,5,3,2,0,1,2,1,0,0
4/7/2024,LAD,@CHC,2,DH,4,2,1,1,0,0,1,0,0
4/6/2024,LAD,@CHC,2,DH,5,2,0,0,0,1,0,0,0
4/5/2024,LAD,@CHC,2,DH,5,2,1,0,1,2,2,0,0
4/3/2024,LAD,SFG,2,DH,4,2,0,0,1,2,1,0,0
4/2/2024,LAD,SFG,2,DH,4,0,0,0,0,0,0,0,0
4/1/2024,LAD,SFG,2,DH,4,1,1,0,0,1,1,0,0
3/31/2024,LAD,STL,2,DH,4,1,1,0,0,1,0,0,0
3/30/2024,LAD,STL,2,DH,6,1,0,0,0,1,0,0,0
3/29/2024,LAD,STL,2,DH,4,0,0,0,0,0,0,0,0
3/28/2024,LAD,STL,2,DH,4,2,1,0,0,1,0,0,0
3/21/2024,LAD,SDP,2,DH,6,1,0,0,0,1,1,0,0
3/20/2024,LAD,@SDP,2,DH,5,2,0,0,0,0,1,1,0
9/3/2023,LAA,@OAK,2,DH,5,0,0,0,0,0,0,1,0
9/2/2023,LAA,@OAK,2,DH,5,0,0,0,0,0,0,0,0
9/1/2023,LAA,@OAK,3,DH,4,1,1,0,0,1,0,0,0
8/30/2023,LAA,@PHI,3,DH,5,1,0,0,0,1,1,0,0
8/29/2023,LAA,@PHI,2,DH,5,3,1,0,0,0,2,0,1
8/28/2023,LAA,@PHI,2,DH,5,1,0,0,0,0,0,0,0
8/27/2023,LAA,@NYM,2,DH,4,0,0,0,0,0,0,0,0
8/26/2023,LAA,@NYM,2,DH,5,2,1,1,0,2,1,2,0
8/25/2023,LAA,@NYM,2,DH,5,1,1,0,0,1,0,0,0
8/23/2023,LAA,CIN,2,DH,5,1,1,0,0,1,0,0,0
8/23/2023,LAA,CIN,2,DH-P,1,1,0,0,1,1,2,0,0
8/22/2023,LAA,CIN,3,DH,4,0,0,0,0,0,0,0,0
8/19/2023,LAA,TBR,2,DH,4,1,1,0,0,1,0,0,0
8/19/2023,LAA,TBR,2,DH,4,0,0,0,0,0,0,0,0
8/18/2023,LAA,TBR,2,DH,5,2,0,0,1,2,4,0,0
8/16/2023,LAA,@TEX,2,DH,4,3,0,0,1,1,1,0,0
8/15/2023,LAA,@TEX,2,DH,4,1,0,0,0,0,0,0,1
8/14/2023,LAA,@TEX,2,DH,3,0,0,0,0,0,0,0,0
8/13/2023,LAA,@HOU,2,DH,4,1,0,0,1,1,1,1,0
8/12/2023,LAA,@HOU,2,DH,4,1,1,0,0,1,0,0,0
8/11/2023,LAA,@HOU,2,DH,4,1,0,0,0,0,0,0,0
8/9/2023,LAA,SFG,2,DH-P,4,0,0,0,0,1,0,0,0
8/8/2023,LAA,SFG,2,DH,5,1,0,0,0,1,1,1,0
8/7/2023,LAA,SFG,2,DH,4,2,1,0,0,1,0,1,0
8/6/2023,LAA,SEA,2,DH,4,1,0,0,0,1,0,0,0
8/5/2023,LAA,SEA,2,DH,4,0,0,0,0,0,0,0,0
8/4/2023,LAA,SEA,2,DH,5,1,1,0,0,1,0,0,0
8/3/2023,LAA,SEA,2,DH-P,4,2,0,0,1,2,1,1,0
8/2/2023,LAA,@ATL,2,DH,4,2,0,0,0,1,0,0,0
8/1/2023,LAA,@ATL,2,DH,4,1,0,0,0,0,0,1,0
7/31/2023,LAA,@ATL,2,DH,5,2,0,0,0,0,0,0,0
7/30/2023,LAA,@TOR,2,DH,5,1,0,0,0,1,0,0,0
7/29/2023,LAA,@TOR,2,DH,5,1,1,0,0,0,0,0,0
7/28/2023,LAA,@TOR,2,DH,4,2,0,0,1,1,1,0,0
7/27/2023,LAA,@DET,2,DH,3,2,0,0,2,2,3,0,0
7/27/2023,LAA,@DET,2,P,5,0,0,0,0,0,0,0,0
7/25/2023,LAA,@DET,2,DH,5,0,0,0,0,2,0,1,0
7/23/2023,LAA,PIT,2,DH,4,1,0,0,1,2,1,0,0
7/22/2023,LAA,PIT,2,DH,4,0,0,0,0,0,0,0,0
7/21/2023,LAA,PIT,2,DH-P,4,0,0,0,0,2,0,0,0
7/19/2023,LAA,NYY,2,DH,5,0,0,0,0,2,0,0,0
7/18/2023,LAA,NYY,2,DH,4,1,0,1,0,1,1,0,0
7/17/2023,LAA,NYY,2,DH,5,3,1,0,1,1,2,0,0
7/16/2023,LAA,HOU,2,DH,5,1,0,0,1,2,1,0,0
7/15/2023,LAA,HOU,2,DH,6,1,0,0,1,1,1,0,0
7/14/2023,LAA,HOU,2,DH-P,5,2,0,0,0,1,0,0,0
7/8/2023,LAA,@LAD,1,DH,5,3,0,1,1,1,3,0,0
7/7/2023,LAA,@LAD,1,DH,4,1,0,0,0,1,0,0,0
7/5/2023,LAA,@SDP,3,DH,4,0,0,0,0,0,0,0,0
7/4/2023,LAA,@SDP,3,DH-P,3,0,0,0,0,0,0,0,0
7/3/2023,LAA,@SDP,3,DH,5,0,0,0,0,0,0,0,0
7/2/2023,LAA,ARI,3,DH,4,1,0,0,1,1,1,0,0
7/1/2023,LAA,ARI,3,DH,4,0,0,0,0,0,0,0,0
6/30/2023,LAA,ARI,2,DH,4,1,0,0,1,2,1,0,0
6/29/2023,LAA,CHW,3,DH,5,1,0,0,1,1,2,0,0
6/28/2023,LAA,CHW,2,DH,5,3,0,1,0,2,0,0,0
6/27/2023,LAA,CHW,2,DH-P,4,3,0,0,2,2,2,0,0
6/26/2023,LAA,CHW,3,DH,4,1,0,0,1,1,1,1,0
6/25/2023,LAA,@COL,2,DH,4,2,0,1,0,1,1,0,0
6/24/2023,LAA,@COL,2,DH,7,1,0,0,0,1,1,0,0
6/23/2023,LAA,@COL,2,DH,5,3,1,0,1,1,1,0,0
6/21/2023,LAA,LAD,2,DH-P,4,0,0,0,0,0,0,0,0
6/20/2023,LAA,LAD,2,DH,4,0,0,0,0,0,0,0,0
6/18/2023,LAA,@KCR,2,DH,4,1,0,0,1,1,2,0,0
6/17/2023,LAA,@KCR,2,DH,5,1,0,0,1,1,2,0,1
6/16/2023,LAA,@KCR,2,DH,5,1,1,0,0,1,0,0,0
6/15/2023,LAA,@TEX,2,DH-P,4,1,0,0,1,1,2,0,0
6/14/2023,LAA,@TEX,2,DH,5,2,0,0,1,1,2,0,0
6/13/2023,LAA,@TEX,2,DH,5,2,1,0,0,2,0,1,0
6/12/2023,LAA,@TEX,2,DH,6,2,0,0,2,2,4,0,0
6/11/2023,LAA,SEA,2,DH,5,3,0,0,0,1,0,0,0
6/10/2023,LAA,SEA,2,DH,4,1,0,0,1,1,2,0,0
6/9/2023,LAA,SEA,2,DH-P,4,3,1,0,1,1,2,0,0
6/8/2023,LAA,CHC,2,DH,5,1,0,0,0,0,0,0,0
6/7/2023,LAA,CHC,2,DH,5,1,1,0,0,0,0,2,0
6/6/2023,LAA,CHC,2,DH,4,1,0,0,1,2,1,0,0
6/4/2023,LAA,@HOU,1,DH,4,1,1,0,0,0,1,0,0
6/3/2023,LAA,@HOU,1,DH,5,4,1,1,0,2,2,0,0
6/2/2023,LAA,@HOU,1,DH-P,5,0,0,0,0,0,0,0,0
6/1/2023,LAA,@HOU,3,DH,5,1,0,0,0,0,0,0,0
5/31/2023,LAA,@CHW,3,DH,4,2,0,0,2,3,4,0,0
5/30/2023,LAA,@CHW,3,DH,4,1,0,0,1,1,1,0,0
5/29/2023,LAA,@CHW,3,DH,5,0,0,0,0,1,0,0,0
5/28/2023,LAA,MIA,3,DH,4,1,0,0,0,0,0,0,0
5/27/2023,LAA,MIA,3,DH-P,5,0,0,0,0,0,0,1,0
5/26/2023,LAA,MIA,3,DH,4,0,0,0,0,0,0,0,0
5/24/2023,LAA,BOS,3,DH,4,1,0,0,1,1,1,0,0
5/23/2023,LAA,BOS,3,DH,4,1,0,0,0,0,0,0,0
5/22/2023,LAA,BOS,3,DH,4,0,0,0,0,0,0,0,0
5/21/2023,LAA,MIN,3,DH-P,4,1,0,0,0,0,0,0,0
5/20/2023,LAA,MIN,3,DH,4,1,0,0,1,1,1,0,0
5/19/2023,LAA,MIN,3,DH,4,0,0,0,0,0,0,0,0
5/18/2023,LAA,@BAL,3,DH,5,2,0,0,1,1,2,0,0
5/17/2023,LAA,@BAL,3,DH,4,0,0,0,0,0,0,0,0
5/16/2023,LAA,@BAL,3,DH,4,0,0,0,0,0,0,0,0
5/15/2023,LAA,@BAL,3,DH-P,6,4,0,1,1,3,3,0,0
5/14/2023,LAA,@CLE,2,DH,4,1,0,0,0,0,1,1,0
5/13/2023,LAA,@CLE,3,DH,5,1,1,0,0,0,1,0,0
5/12/2023,LAA,@CLE,3,DH,5,0,0,0,0,0,0,0,0
5/10/2023,LAA,HOU,3,DH,4,1,0,0,1,1,2,0,0
5/9/2023,LAA,HOU,3,DH-P,4,0,0,0,0,0,0,0,0
5/8/2023,LAA,HOU,3,DH,4,2,2,0,0,0,2,0,0
5/7/2023,LAA,TEX,3,DH,5,2,0,0,0,1,1,0,0
5/6/2023,LAA,TEX,3,DH,4,0,0,0,0,0,0,0,0
5/5/2023,LAA,TEX,3,DH,5,0,0,0,0,0,0,0,0
5/4/2023,LAA,@STL,2,DH,5,1,0,0,0,1,0,0,0
5/3/2023,LAA,@STL,3,DH-P,5,3,1,0,0,1,1,0,0
4/30/2023,LAA,@MIL,3,DH,4,1,0,0,1,1,1,0,1
4/29/2023,LAA,@MIL,3,DH,5,3,0,0,0,0,0,2,0
4/28/2023,LAA,@MIL,3,DH,4,1,0,0,0,0,0,0,0
4/27/2023,LAA,OAK,3,DH-P,5,3,1,1,0,2,1,0,0
4/26/2023,LAA,OAK,3,DH,5,2,0,0,1,1,3,0,0
4/25/2023,LAA,OAK,3,DH,4,0,0,0,0,0,0,2,0
4/24/2023,LAA,OAK,3,DH,5,1,1,0,0,1,0,0,1
4/23/2023,LAA,KCR,3,DH,4,2,0,0,1,1,2,0,0
4/22/2023,LAA,KCR,3,DH,5,0,0,0,0,0,0,0,0
4/21/2023,LAA,KCR,2,DH-P,4,1,0,0,0,0,0,0,0
4/20/2023,LAA,@NYY,2,DH,4,0,0,0,0,0,0,0,0
4/19/2023,LAA,@NYY,2,DH,5,0,0,0,0,0,0,0,0
4/18/2023,LAA,@NYY,2,DH,4,1,0,0,1,2,2,1,0
4/17/2023,LAA,@BOS,2,DH-P,5,2,0,0,0,1,0,0,1
4/16/2023,LAA,@BOS,3,DH,4,0,0,0,0,0,0,0,0
4/15/2023,LAA,@BOS,3,DH,5,2,0,0,0,1,1,0,0
4/14/2023,LAA,@BOS,3,DH,5,1,0,0,0,1,0,0,0
4/11/2023,LAA,WSN,3,DH-P,4,1,0,0,0,0,0,0,0
4/10/2023,LAA,WSN,3,DH,4,0,0,0,0,0,0,0,0
4/9/2023,LAA,TOR,3,DH,6,2,0,0,1,3,2,0,0
4/8/2023,LAA,TOR,3,DH,4,1,1,0,0,1,0,0,0
4/7/2023,LAA,TOR,3,DH,4,2,1,0,0,0,0,0,0
4/5/2023,LAA,@SEA,3,DH-P,4,1,0,0,0,0,1,0,0
4/4/2023,LAA,@SEA,3,DH,3,0,0,0,0,0,0,0,0
4/3/2023,LAA,@SEA,3,DH,5,1,0,0,1,1,2,0,0
4/2/2023,LAA,@OAK,3,DH,4,1,0,0,1,1,1,0,0
4/1/2023,LAA,@OAK,3,DH,5,2,0,0,0,1,2,0,0
3/30/2023,LAA,@OAK,3,DH-P,4,1,0,0,0,0,0,0,0
10/5/2022,LAA,@OAK,3,DH-P,4,1,0,0,0,0,0,0,0
10/4/2022,LAA,@OAK,3,DH,5,0,0,0,0,0,0,0,0
10/3/2022,LAA,@OAK,3,DH,5,1,1,0,0,1,1,0,0
10/2/2022,LAA,TEX,3,DH,5,1,0,0,0,1,0,0,0
10/1/2022,LAA,TEX,2,DH,4,1,0,0,0,0,0,0,0
9/30/2022,LAA,TEX,3,DH,4,2,0,0,0,0,0,0,0
9/29/2022,LAA,OAK,3,DH-P,4,2,0,0,0,0,1,0,0
9/28/2022,LAA,OAK,3,DH,4,1,0,0,0,1,0,0,0
9/27/2022,LAA,OAK,3,DH,4,2,1,0,0,0,0,0,0
9/25/2022,LAA,@MIN,3,DH,5,2,0,0,0,2,1,0,0
9/24/2022,LAA,@MIN,3,DH,5,1,0,0,0,0,2,0,0
9/23/2022,LAA,@MIN,3,DH-P,4,1,0,0,0,0,1,0,0
9/22/2022,LAA,@TEX,9,PH,1,1,1,0,0,0,0,0,0
9/21/2022,LAA,@TEX,3,DH,4,2,0,0,0,1,0,0,0
9/20/2022,LAA,@TEX,3,DH,4,1,0,0,0,1,0,0,0
9/19/2022,LAA,SEA,2,DH,4,2,1,0,0,1,0,0,0
9/18/2022,LAA,SEA,3,DH,4,1,0,0,0,0,0,0,0
9/17/2022,LAA,SEA,3,DH-P,3,1,1,0,0,1,1,0,0
9/16/2022,LAA,SEA,3,DH,4,1,1,0,0,1,0,0,0
9/14/2022,LAA,@CLE,3,DH,4,1,1,0,0,0,0,0,0
9/13/2022,LAA,@CLE,3,DH,4,0,0,0,0,0,0,0,0
9/12/2022,LAA,@CLE,3,DH,4,1,0,0,0,0,0,0,0
9/11/2022,LAA,@HOU,2,DH,5,2,1,0,1,1,2,0,0
9/10/2022,LAA,@HOU,3,DH-P,4,0,0,0,0,0,0,0,0
9/9/2022,LAA,@HOU,3,DH,4,1,1,0,0,0,0,0,0
9/7/2022,LAA,DET,3,DH,5,1,0,0,1,1,1,0,0
9/6/2022,LAA,DET,3,DH,4,0,0,0,0,0,0,0,0
9/5/2022,LAA,DET,3,DH,5,3,1,0,2,3,3,0,0
9/3/2022,LAA,HOU,3,DH-P,5,0,0,0,0,0,0,0,0
9/2/2022,LAA,HOU,3,DH,5,1,0,0,0,0,0,0,0
8/31/2022,LAA,NYY,3,DH,4,1,0,0,1,1,3,0,0
8/30/2022,LAA,NYY,3,DH,4,2,1,0,0,1,0,0,1
8/29/2022,LAA,NYY,3,DH,4,2,0,0,1,1,2,0,0
8/28/2022,LAA,@TOR,3,DH,5,3,0,0,1,2,2,0,0
8/27/2022,LAA,@TOR,3,DH-P,4,0,0,0,0,0,0,0,0
8/26/2022,LAA,@TOR,3,DH,5,1,0,1,0,1,2,0,0
8/25/2022,LAA,@TBR,2,DH,4,1,1,0,0,1,1,0,0
8/24/2022,LAA,@TBR,3,DH,5,0,0,0,0,1,0,0,0
8/23/2022,LAA,@TBR,3,DH,3,1,0,0,0,0,0,0,0
8/22/2022,LAA,@TBR,8,PH,1,0,0,0,0,0,0,0,0
8/21/2022,LAA,@DET,3,P,2,0,0,0,0,0,0,0,0
8/20/2022,LAA,@DET,1,DH,4,2,1,0,0,1,0,0,0
8/19/2022,LAA,@DET,1,DH,4,0,0,0,0,0,0,0,0
8/17/2022,LAA,SEA,2,DH,5,4,0,1,1,2,4,0,0
8/16/2022,LAA,SEA,2,DH,4,3,0,1,0,0,0,0,0
8/15/2022,LAA,SEA,2,DH-P,4,1,0,0,0,0,0,0,0
8/14/2022,LAA,MIN,2,DH,4,1,0,0,0,1,1,0,1
8/13/2022,LAA,MIN,2,DH,5,1,0,0,1,1,1,0,0
8/12/2022,LAA,MIN,2,DH,4,0,0,0,0,0,0,0,0
8/10/2022,LAA,@OAK,2,DH,5,1,0,0,0,0,0,0,0
8/9/2022,LAA,@OAK,2,DH-P,4,2,0,0,1,2,1,0,0
8/7/2022,LAA,@SEA,2,DH,4,1,0,0,0,0,0,0,0
8/6/2022,LAA,@SEA,2,DH,5,0,0,0,0,0,1,0,0
8/6/2022,LAA,@SEA,2,DH,4,0,0,0,0,0,0,0,0
8/5/2022,LAA,@SEA,2,DH,5,1,0,0,0,0,0,0,0
8/4/2022,LAA,OAK,2,DH,5,3,0,0,2,2,2,0,0
8/3/2022,LAA,OAK,2,DH-P,3,0,0,0,0,0,0,0,0
8/2/2022,LAA,OAK,2,DH,4,1,1,0,0,0,0,0,0
7/31/2022,LAA,TEX,2,DH,4,2,0,1,0,1,0,0,1
7/30/2022,LAA,TEX,1,DH,5,1,0,0,1,2,3,0,0
7/29/2022,LAA,TEX,2,DH,4,0,0,0,0,0,0,0,0
7/28/2022,LAA,TEX,1,DH-P,4,0,0,0,0,0,0,0,0
7/27/2022,LAA,@KCR,1,DH,5,1,0,0,0,0,1,0,0
7/26/2022,LAA,@KCR,1,DH,5,1,0,0,1,2,1,1,0
7/25/2022,LAA,@KCR,1,DH,4,1,1,0,0,0,0,0,0
7/24/2022,LAA,@ATL,1,DH,5,0,0,0,0,1,0,0,0
7/23/2022,LAA,@ATL,1,DH,4,2,0,0,1,1,1,0,0
7/22/2022,LAA,@ATL,1,DH-P,4,0,0,0,0,0,0,0,0
7/16/2022,LAA,LAD,2,DH,4,2,0,0,0,0,0,0,0
7/15/2022,LAA,LAD,2,DH,4,0,0,0,0,0,0,0,0
7/14/2022,LAA,HOU,2,DH,5,1,0,0,0,1,0,0,0
7/13/2022,LAA,HOU,1,DH-P,5,2,0,1,0,1,2,0,0
7/12/2022,LAA,HOU,3,DH,4,0,0,0,0,0,0,0,0
7/10/2022,LAA,@BAL,3,DH,4,0,0,0,0,0,0,0,0
7/9/2022,LAA,@BAL,3,DH,4,0,0,0,0,0,0,0,0
7/8/2022,LAA,@BAL,3,DH,5,3,0,0,1,1,1,0,1
7/7/2022,LAA,@BAL,3,DH,4,0,0,0,0,0,0,0,0
7/6/2022,LAA,@MIA,3,DH-P,5,1,0,0,0,1,2,1,0
7/5/2022,LAA,@MIA,3,DH,4,0,0,0,0,0,0,1,0
7/3/2022,LAA,@HOU,3,DH,4,1,0,0,0,0,1,0,0
7/2/2022,LAA,@HOU,3,DH,4,0,0,0,0,0,0,0,0
7/1/2022,LAA,@HOU,3,DH,3,1,0,0,1,1,1,0,0
6/29/2022,LAA,CHW,3,DH-P,4,0,0,0,0,0,0,0,0
6/28/2022,LAA,CHW,3,DH,4,3,2,0,1,1,2,0,0
6/27/2022,LAA,CHW,3,DH,4,1,0,0,0,0,0,1,0
6/26/2022,LAA,SEA,3,DH,4,0,0,0,0,0,0,0,0
6/25/2022,LAA,SEA,3,DH,5,1,0,0,1,1,1,0,0
6/24/2022,LAA,SEA,3,DH,4,1,0,0,0,0,1,0,0
6/22/2022,LAA,KCR,2,DH-P,5,1,0,0,0,0,0,0,0
6/21/2022,LAA,KCR,3,DH,6,3,0,0,2,2,8,0,0
6/20/2022,LAA,KCR,3,DH,4,1,0,0,0,0,0,0,0
6/19/2022,LAA,@SEA,3,DH,4,0,0,0,0,0,0,0,0
6/18/2022,LAA,@SEA,3,DH,4,0,0,0,0,0,0,0,0
6/18/2022,LAA,@SEA,3,DH,5,0,0,0,0,0,0,0,0
6/16/2022,LAA,@SEA,3,DH-P,4,2,0,0,0,0,0,0,0
6/15/2022,LAA,@LAD,3,DH,4,1,0,1,0,1,0,0,0
6/14/2022,LAA,@LAD,3,DH,4,2,1,0,0,0,0,0,1
6/11/2022,LAA,NYM,3,DH,5,3,1,0,1,3,3,0,0
6/10/2022,LAA,NYM,2,DH,4,1,0,0,0,0,0,0,0
6/9/2022,LAA,BOS,2,DH-P,4,2,0,0,1,1,2,0,0
6/8/2022,LAA,BOS,1,DH,4,1,0,0,0,0,0,0,0
6/7/2022,LAA,BOS,2,DH,5,1,1,0,0,1,0,0,0
6/6/2022,LAA,BOS,2,DH,4,1,0,0,0,0,0,0,0
6/5/2022,LAA,@PHI,2,DH,5,1,1,0,0,1,0,0,0
6/4/2022,LAA,@PHI,2,DH,4,1,0,0,0,1,0,0,1
6/3/2022,LAA,@PHI,2,DH,4,0,0,0,0,0,0,0,0
6/2/2022,LAA,@NYY,2,DH,4,0,0,0,0,0,0,0,0
6/2/2022,LAA,@NYY,2,DH-P,5,1,0,0,0,0,0,0,0
5/31/2022,LAA,@NYY,2,DH,4,1,1,0,0,0,0,0,0
5/29/2022,LAA,TOR,2,DH,5,2,0,0,2,2,3,0,0
5/28/2022,LAA,TOR,2,DH,5,0,0,0,0,1,0,0,0
5/27/2022,LAA,TOR,8,PH,1,0,0,0,0,0,0,0,0
5/26/2022,LAA,TOR,3,DH-P,3,0,0,0,0,0,1,0,0
5/25/2022,LAA,TEX,1,DH,4,0,0,0,0,1,0,1,0
5/24/2022,LAA,TEX,1,DH,4,0,0,0,0,0,0,0,0
5/22/2022,LAA,OAK,1,DH,5,2,0,0,1,1,1,0,0
5/21/2022,LAA,OAK,1,DH,4,2,0,0,0,1,0,0,0
5/20/2022,LAA,OAK,3,DH,4,0,0,0,0,1,0,1,0
5/18/2022,LAA,@TEX,3,DH-P,5,0,0,0,0,0,0,0,0
5/17/2022,LAA,@TEX,3,DH,5,1,0,0,0,0,0,0,0
5/16/2022,LAA,@TEX,3,DH,4,1,1,0,0,1,1,0,0
5/15/2022,LAA,@OAK,3,DH,4,2,0,0,1,1,2,0,1
5/14/2022,LAA,@OAK,3,DH,5,1,0,0,1,1,2,0,0
5/14/2022,LAA,@OAK,3,DH,5,2,1,0,0,0,1,0,0
5/13/2022,LAA,@OAK,3,DH,4,0,0,0,0,0,0,0,0
5/11/2022,LAA,TBR,3,DH-P,4,1,0,0,0,0,0,1,0
5/10/2022,LAA,TBR,3,DH,5,2,1,0,0,1,0,0,0
5/9/2022,LAA,TBR,3,DH,4,3,0,0,2,3,5,0,0
5/8/2022,LAA,WSN,3,DH,5,1,1,0,0,1,2,0,0
5/7/2022,LAA,WSN,3,DH,4,1,0,0,0,0,0,0,0
5/6/2022,LAA,WSN,3,DH,4,0,0,0,0,0,1,0,0
5/5/2022,LAA,@BOS,3,DH-P,4,2,0,0,0,1,1,0,0
5/4/2022,LAA,@BOS,3,DH,5,0,0,0,0,1,0,0,0
5/3/2022,LAA,@BOS,3,DH,4,1,0,0,0,0,0,0,0
5/2/2022,LAA,@CHW,9,PH,1,0,0,0,0,0,0,0,0
5/1/2022,LAA,@CHW,3,DH,4,0,0,0,0,0,1,0,0
4/30/2022,LAA,@CHW,4,DH,4,0,0,0,0,0,0,0,0
4/29/2022,LAA,@CHW,4,DH,5,2,0,0,1,3,1,1,0
4/27/2022,LAA,CLE,2,DH-P,5,3,1,0,0,1,1,0,0
4/26/2022,LAA,CLE,2,DH,4,1,0,0,0,1,0,0,0
4/25/2022,LAA,CLE,2,DH,4,0,0,0,0,0,0,0,0
4/24/2022,LAA,BAL,1,DH,5,3,0,0,0,2,0,0,1
